lat,lon,twb
-89.5,-179.375,-27.770998
-89.5,-178.125,-27.752417
-89.5,-176.875,-27.73385
-89.5,-175.625,-27.71527
-89.5,-174.375,-27.69669
-89.5,-173.125,-27.67811
-89.5,-171.875,-27.659529
-89.5,-170.625,-27.640947
-89.5,-169.375,-27.622381
-89.5,-168.125,-27.603802
-89.5,-166.875,-27.58522
-89.5,-165.625,-27.56664
-89.5,-164.375,-27.54806
-89.5,-163.125,-27.529478
-89.5,-161.875,-27.510914
-89.5,-160.625,-27.492332
-89.5,-159.375,-27.473751
-89.5,-158.125,-27.455172
-89.5,-156.875,-27.436592
-89.5,-155.625,-27.41801
-89.5,-154.375,-27.399445
-89.5,-153.125,-27.380863
-89.5,-151.875,-27.362284
-89.5,-150.625,-27.343704
-89.5,-149.375,-27.325123
-89.5,-148.125,-27.306541
-89.5,-146.875,-27.287975
-89.5,-145.625,-27.269398
-89.5,-144.375,-27.250816
-89.5,-143.125,-27.232235
-89.5,-141.875,-27.213654
-89.5,-140.625,-27.195072
-89.5,-139.375,-27.17651
-89.5,-138.125,-27.157928
-89.5,-136.875,-27.139347
-89.5,-135.625,-27.120766
-89.5,-134.375,-27.102184
-89.5,-133.125,-27.083605
-89.5,-131.875,-27.06504
-89.5,-130.625,-27.04646
-89.5,-129.375,-27.027878
-89.5,-128.125,-27.009298
-89.5,-126.875,-26.990717
-89.5,-125.625,-26.972137
-89.5,-124.375,-26.953571
-89.5,-123.125,-26.93499
-89.5,-121.875,-26.91641
-89.5,-120.625,-26.897831
-89.5,-119.375,-26.87925
-89.5,-118.125,-26.860668
-89.5,-116.875,-26.842104
-89.5,-115.625,-26.823523
-89.5,-114.375,-26.804943
-89.5,-113.125,-26.786362
-89.5,-111.875,-26.76778
-89.5,-110.625,-26.7492
-89.5,-109.375,-26.730635
-89.5,-108.125,-26.712055
-89.5,-106.875,-26.693474
-89.5,-105.625,-26.674892
-89.5,-104.375,-26.656313
-89.5,-103.125,-26.637732
-89.5,-101.875,-26.619167
-89.5,-100.625,-26.600586
-89.5,-99.375,-26.574076
-89.5,-98.125,-26.566868
-89.5,-96.875,-26.55966
-89.5,-95.625,-26.552452
-89.5,-94.375,-26.545244
-89.5,-93.125,-26.538052
-89.5,-91.875,-26.530844
