lat,lon,twb
-89.5,-179.375,-29.878418
-89.5,-178.125,-29.860773
-89.5,-176.875,-29.843132
-89.5,-175.625,-29.825472
-89.5,-174.375,-29.807829
-89.5,-173.125,-29.790186
-89.5,-171.875,-29.772541
-89.5,-170.625,-29.754898
-89.5,-169.375,-29.737255
-89.5,-168.125,-29.719612
-89.5,-166.875,-29.701954
-89.5,-165.625,-29.684309
-89.5,-164.375,-29.666666
-89.5,-163.125,-29.649023
-89.5,-161.875,-29.631378
-89.5,-160.625,-29.613737
-89.5,-159.375,-29.596094
-89.5,-158.125,-29.578434
-89.5,-156.875,-29.560791
-89.5,-155.625,-29.543146
-89.5,-154.375,-29.525505
-89.5,-153.125,-29.507862
-89.5,-151.875,-29.490217
-89.5,-150.625,-29.472574
-89.5,-149.375,-29.454914
-89.5,-148.125,-29.437271
-89.5,-146.875,-29.419628
-89.5,-145.625,-29.401985
-89.5,-144.375,-29.384342
-89.5,-143.125,-29.3667
-89.5,-141.875,-29.349054
-89.5,-140.625,-29.331396
-89.5,-139.375,-29.313753
-89.5,-138.125,-29.29611
-89.5,-136.875,-29.278467
-89.5,-135.625,-29.260822
-89.5,-134.375,-29.24318
-89.5,-133.125,-29.225536
-89.5,-131.875,-29.207893
-89.5,-130.625,-29.190235
-89.5,-129.375,-29.17259
-89.5,-128.125,-29.154947
-89.5,-126.875,-29.137304
-89.5,-125.625,-29.119661
-89.5,-124.375,-29.102018
-89.5,-123.125,-29.084375
-89.5,-121.875,-29.066715
-89.5,-120.625,-29.049072
-89.5,-119.375,-29.03143
-89.5,-118.125,-29.013786
-89.5,-116.875,-28.996143
-89.5,-115.625,-28.978498
-89.5,-114.375,-28.960855
-89.5,-113.125,-28.943197
-89.5,-111.875,-28.925554
-89.5,-110.625,-28.907911
-89.5,-109.375,-28.890266
-89.5,-108.125,-28.872623
-89.5,-106.875,-28.854982
-89.5,-105.625,-28.837337
-89.5,-104.375,-28.81968
-89.5,-103.125,-28.802034
-89.5,-101.875,-28.784391
-89.5,-100.625,-28.76675
-89.5,-99.375,-28.552986
-89.5,-98.125,-28.560318
-89.5,-96.875,-28.567646
-89.5,-95.625,-28.574993
-89.5,-94.375,-28.582325
-89.5,-93.125,-28.589657
-89.5,-91.875,-28.596985
-89.5,-90.625,-28.604332
-89.5,-89.375,-28.611664
-89.5,-88.125,-28.618996
-89.5,-86.875,-28.626324
-89.5,-85.625,-28.63367
-89.5,-84.375,-28.641003
-89.5,-83.125,-28.648335
-89.5,-81.875,-28.655663
-89.5,-80.625,-28.66301
-89.5,-79.375,-28.670341
-89.5,-78.125,-28.677673
-89.5,-76.875,-28.685001
-89.5,-75.625,-28.692348
-89.5,-74.375,-28.69968
-89.5,-73.125,-28.707012
-89.5,-71.875,-28.71434
-89.5,-70.625,-28.721687
-89.5,-69.375,-28.72902
-89.5,-68.125,-28.736351
-89.5,-66.875,-28.743696
-89.5,-65.625,-28.751026
-89.5,-64.375,-28.758358
-89.5,-63.125,-28.765688
-89.5,-61.875,-28.773035
-89.5,-60.62499999999994,-28.780365
-89.5,-59.375,-28.787697
-89.5,-58.125,-28.795027
-89.5,-56.875,-28.802374
-89.5,-55.625,-28.809704
-89.5,-54.375,-28.817036
-89.5,-53.125,-28.824366
-89.5,-51.875,-28.831713
-89.5,-50.625,-28.839043
-89.5,-49.375,-28.846375
-89.5,-48.125,-28.853704
-89.5,-46.875,-28.861052
-89.5,-45.625,-28.868382
-89.5,-44.375,-28.875713
-89.5,-43.125,-28.883043
-89.5,-41.875,-28.89039
-89.5,-40.625,-28.897722
-89.5,-39.37499999999994,-28.905052
-89.5,-38.125,-28.912397
-89.5,-36.875,-28.91973
-89.5,-35.625,-28.927061
-89.5,-34.375,-28.934391
-89.5,-33.125,-28.941736
-89.5,-31.875,-28.949068
-89.5,-30.625,-28.9564
-89.5,-29.375,-28.96373
-89.5,-28.125,-28.971075
-89.5,-26.875,-28.978407
-89.5,-25.625,-28.985739
-89.5,-24.375,-28.993069
-89.5,-23.125,-29.000414
-89.5,-21.875,-29.007746
-89.5,-20.625,-29.015078
-89.5,-19.375,-29.022408
-89.5,-18.125,-29.029753
-89.5,-16.875,-29.037085
-89.5,-15.625,-29.044416
-89.5,-14.375,-29.051746
-89.5,-13.125,-29.059092
-89.5,-11.875,-29.066423
-89.5,-10.625,-29.073755
-89.5,-9.375,-28.979437
-89.5,-8.125,-28.999846
-89.5,-6.875,-29.02024
-89.5,-5.625,-29.04065
-89.5,-4.375,-29.061045
-89.5,-3.125,-29.08144
-89.5,-1.875,-29.101849
-89.5,-0.625,-29.122244
-89.5,0.625,-29.142653
-89.5,1.875,-29.163048
-89.5,3.125,-29.183456
-89.5,4.375,-29.20385
-89.5,5.625,-29.224245
-89.5,6.875,-29.244654
-89.5,8.125,-29.26505
-89.5,9.375,-29.28546
-89.5,10.625,-29.305855
-89.5,11.875,-29.326248
-89.5,13.125,-29.346657
-89.5,14.375,-29.367052
-89.5,15.625,-29.38746
-89.5,16.875,-29.407856
-89.5,18.125,-29.42825
-89.5,19.375,-29.448662
-89.5,20.625,-29.469055
-89.5,21.875,-29.489466
-89.5,23.125,-29.50986
-89.5,24.375,-29.530252
-89.5,25.625,-29.550663
-89.5,26.875,-29.571056
-89.5,28.125,-29.591467
-89.5,29.375,-29.61186
-89.5,30.625,-29.632256
-89.5,31.875,-29.652666
-89.5,33.125,-29.67306
-89.5,34.375,-29.69347
-89.5,35.625,-29.713863
-89.5,36.875,-29.734259
-89.5,38.125,-29.754667
-89.5,39.375,-29.775063
-89.5,40.625,-29.795473
-89.5,41.875,-29.815866
-89.5,43.125,-29.836262
-89.5,44.375,-29.85667
-89.5,45.625,-29.877066
-89.5,46.875,-29.897474
-89.5,48.125,-29.91787
-89.5,49.375,-29.938265
-89.5,50.625,-29.958673
-89.5,51.875,-29.979069
-89.5,53.125,-29.999477
-89.5,54.375,-30.019873
-89.5,55.625,-30.040266
-89.5,56.875,-30.060677
-89.5,58.125,-30.081072
-89.5,59.375,-30.10148
-89.5,60.625,-30.121876
-89.5,61.875,-30.14227
-89.5,63.125,-30.16268
-89.5,64.375,-30.183073
-89.5,65.625,-30.203484
-89.5,66.875,-30.223879
-89.5,68.125,-30.244272
-89.5,69.375,-30.264683
-89.5,70.625,-30.285076
-89.5,71.875,-30.305487
-89.5,73.125,-30.325882
-89.5,74.375,-30.346292
-89.5,75.625,-30.366686
-89.5,76.875,-30.38708
-89.5,78.125,-30.40749
-89.5,79.375,-30.427883
-89.5,80.625,-30.51358
-89.5,81.875,-30.503483
-89.5,83.125,-30.493385
-89.5,84.375,-30.483305
-89.5,85.625,-30.473207
-89.5,86.875,-30.463125
-89.5,88.125,-30.453028
-89.5,89.375,-30.442945
-89.5,90.625,-30.432848
-89.5,91.875,-30.422768
-89.5,93.125,-30.41267
-89.5,94.375,-30.402588
-89.5,95.625,-30.39249
-89.5,96.875,-30.382408
-89.5,98.125,-30.37231
-89.5,99.375,-30.362228
-89.5,100.625,-30.35213
-89.5,101.875,-30.342049
-89.5,103.125,-30.331951
-89.5,104.375,-30.32187
-89.5,105.625,-30.311773
-89.5,106.875,-30.301691
-89.5,108.125,-30.291594
-89.5,109.375,-30.281496
-89.5,110.625,-30.271414
-89.5,111.875,-30.261318
-89.5,113.125,-30.251236
-89.5,114.375,-30.241138
-89.5,115.625,-30.231054
-89.5,116.875,-30.220957
-89.5,118.125,-30.210876
-89.5,119.375,-30.200779
-89.5,120.625,-30.190697
-89.5,121.875,-30.1806
-89.5,123.125,-30.170517
-89.5,124.375,-30.160421
-89.5,125.625,-30.15034
-89.5,126.875,-30.140242
-89.5,128.125,-30.13016
-89.5,129.375,-30.120062
-89.5,130.625,-30.10998
-89.5,131.875,-30.099884
-89.5,133.125,-30.089802
-89.5,134.375,-30.079702
-89.5,135.625,-30.069605
-89.5,136.875,-30.059523
-89.5,138.125,-30.049427
-89.5,139.375,-30.039345
-89.5,140.625,-30.029247
-89.5,141.875,-30.019165
-89.5,143.125,-30.009068
-89.5,144.375,-29.998987
-89.5,145.625,-29.98889
-89.5,146.875,-29.978807
-89.5,148.125,-29.96871
-89.5,149.375,-29.958628
-89.5,150.625,-29.94853
-89.5,151.875,-29.93845
-89.5,153.125,-29.928352
-89.5,154.375,-29.91827
-89.5,155.625,-29.90817
-89.5,156.875,-29.898088
-89.5,158.125,-29.887993
-89.5,159.375,-29.87791
-89.5,160.625,-29.867813
-89.5,161.875,-29.857716
-89.5,163.125,-29.847633
-89.5,164.375,-29.837536
-89.5,165.625,-29.827456
-89.5,166.875,-29.817358
-89.5,168.125,-29.807276
-89.5,169.375,-29.797178
-89.5,170.625,-30.01958
-89.5,171.875,-30.001936
-89.5,173.125,-29.984293
-89.5,174.375,-29.966652
-89.5,175.625,-29.948992
-89.5,176.875,-29.931349
-89.5,178.125,-29.913704
-89.5,179.375,-29.89606
-88.5,-179.375,-29.311262
-88.5,-178.125,-29.251894
-88.5,-176.875,-29.19277
-88.5,-175.625,-29.133892
-88.5,-174.375,-29.075275
-88.5,-173.125,-29.016935
-88.5,-171.875,-28.958874
-88.5,-170.625,-28.901102
-88.5,-169.375,-28.843622
-88.5,-168.125,-28.786469
-88.5,-166.875,-28.729649
-88.5,-165.625,-28.673153
-88.5,-164.375,-28.61701
-88.5,-163.125,-28.56124
-88.5,-161.875,-28.50585
-88.5,-160.625,-28.45083
-88.5,-159.375,-28.396225
-88.5,-158.125,-28.342035
-88.5,-156.875,-28.288153
-88.5,-155.625,-28.23364
-88.5,-154.375,-28.190207
-88.5,-153.125,-28.161362
-88.5,-151.875,-28.145992
-88.5,-150.625,-28.143087
-88.5,-149.375,-28.151602
-88.5,-148.125,-28.170582
-88.5,-146.875,-28.199059
-88.5,-145.625,-28.236145
-88.5,-144.375,-28.208158
-88.5,-143.125,-28.11332
-88.5,-141.875,-28.024765
-88.5,-140.625,-27.943064
-88.5,-139.375,-27.868818
-88.5,-138.125,-27.80261
-88.5,-136.875,-27.745039
-88.5,-135.625,-27.696672
-88.5,-134.375,-27.658146
-88.5,-133.125,-27.630451
-88.5,-131.875,-27.609196
-88.5,-130.625,-27.588602
-88.5,-129.375,-27.568562
-88.5,-128.125,-27.549059
-88.5,-126.875,-27.530079
-88.5,-125.625,-27.51159
-88.5,-124.375,-27.493608
-88.5,-123.125,-27.47609
-88.5,-121.875,-27.459044
-88.5,-120.625,-27.442461
-88.5,-119.375,-27.426294
-88.5,-118.125,-27.410557
-88.5,-116.875,-27.395235
-88.5,-115.625,-27.380295
-88.5,-114.375,-27.365757
-88.5,-113.125,-27.351587
-88.5,-111.875,-27.33777
-88.5,-110.625,-27.324308
-88.5,-109.375,-27.311169
-88.5,-108.125,-27.298365
-88.5,-106.875,-27.285872
-88.5,-105.625,-27.273668
-88.5,-104.375,-27.261774
-88.5,-103.125,-27.25014
-88.5,-101.875,-27.238783
-88.5,-100.625,-27.227684
-88.5,-99.375,-27.195534
-88.5,-98.125,-27.185022
-88.5,-96.875,-27.174725
-88.5,-95.625,-27.164642
-88.5,-94.375,-27.15479
-88.5,-93.125,-27.14517
-88.5,-91.875,-27.135796
-88.5,-90.625,-27.126684
-88.5,-89.375,-27.117832
-88.5,-88.125,-27.109255
-88.5,-86.875,-27.100971
-88.5,-85.625,-27.092995
-88.5,-84.375,-27.085327
-88.5,-83.125,-27.07798
-88.5,-81.875,-27.070957
-88.5,-80.625,-27.064287
-88.5,-79.375,-27.057985
-88.5,-78.125,-27.052053
-88.5,-76.875,-27.04649
-88.5,-75.625,-27.041325
-88.5,-74.375,-27.036577
-88.5,-73.125,-27.032257
-88.5,-71.875,-27.02837
-88.5,-70.625,-27.02493
-88.5,-69.375,-27.021946
-88.5,-68.125,-27.019442
-88.5,-66.875,-27.017473
-88.5,-65.625,-27.020132
-88.5,-64.375,-27.030582
-88.5,-63.125,-27.049118
-88.5,-61.875,-27.07506
-88.5,-60.62499999999994,-27.10778
-88.5,-59.375,-27.146664
-88.5,-58.125,-27.191154
-88.5,-56.875,-27.240688
-88.5,-55.625,-27.29477
-88.5,-54.375,-27.317068
-88.5,-53.125,-27.307018
-88.5,-51.875,-27.298826
-88.5,-50.625,-27.292711
-88.5,-49.375,-27.288853
-88.5,-48.125,-27.287468
-88.5,-46.875,-27.28876
-88.5,-45.625,-27.292925
-88.5,-44.375,-27.30021
-88.5,-43.125,-27.317638
-88.5,-41.875,-27.348974
-88.5,-40.625,-27.381033
-88.5,-39.37499999999994,-27.413446
-88.5,-38.125,-27.446228
-88.5,-36.875,-27.479362
-88.5,-35.625,-27.512835
-88.5,-34.375,-27.54663
-88.5,-33.125,-27.58075
-88.5,-31.875,-27.615173
-88.5,-30.625,-27.649893
-88.5,-29.375,-27.684885
-88.5,-28.125,-27.720158
-88.5,-26.875,-27.755705
-88.5,-25.625,-27.791483
-88.5,-24.375,-27.827522
-88.5,-23.125,-27.863792
-88.5,-21.875,-27.900293
-88.5,-20.625,-27.936993
-88.5,-19.375,-27.97391
-88.5,-18.125,-28.011024
-88.5,-16.875,-28.048323
-88.5,-15.625,-28.085808
-88.5,-14.375,-28.123478
-88.5,-13.125,-28.1613
-88.5,-11.875,-28.199274
-88.5,-10.625,-28.237389
-88.5,-9.375,-28.151142
-88.5,-8.125,-28.197845
-88.5,-6.875,-28.244583
-88.5,-5.625,-28.29138
-88.5,-4.375,-28.338223
-88.5,-3.125,-28.385128
-88.5,-1.875,-28.432081
-88.5,-0.625,-28.479076
-88.5,0.625,-28.526121
-88.5,1.875,-28.573227
-88.5,3.125,-28.620378
-88.5,4.375,-28.667591
-88.5,5.625,-28.714832
-88.5,6.875,-28.762138
-88.5,8.125,-28.809505
-88.5,9.375,-28.856903
-88.5,10.625,-28.904362
-88.5,11.875,-28.951864
-88.5,13.125,-28.999416
-88.5,14.375,-29.047028
-88.5,15.625,-29.094671
-88.5,16.875,-29.142376
-88.5,18.125,-29.190126
-88.5,19.375,-29.237925
-88.5,20.625,-29.285767
-88.5,21.875,-29.333656
-88.5,23.125,-29.381376
-88.5,24.375,-29.420904
-88.5,25.625,-29.45642
-88.5,26.875,-29.493353
-88.5,28.125,-29.531635
-88.5,29.375,-29.571165
-88.5,30.625,-29.61189
-88.5,31.875,-29.653727
-88.5,33.125,-29.696604
-88.5,34.375,-29.740452
-88.5,35.625,-29.790676
-88.5,36.875,-29.84831
-88.5,38.125,-29.90602
-88.5,39.375,-29.96379
-88.5,40.625,-30.021547
-88.5,41.875,-30.07921
-88.5,43.125,-30.136723
-88.5,44.375,-30.194016
-88.5,45.625,-30.250975
-88.5,46.875,-30.303411
-88.5,48.125,-30.345846
-88.5,49.375,-30.38791
-88.5,50.625,-30.429853
-88.5,51.875,-30.471685
-88.5,53.125,-30.51341
-88.5,54.375,-30.555016
-88.5,55.625,-30.596512
-88.5,56.875,-30.637901
-88.5,58.125,-30.67918
-88.5,59.375,-30.72037
-88.5,60.625,-30.761435
-88.5,61.875,-30.802423
-88.5,63.125,-30.843306
-88.5,64.375,-30.884079
-88.5,65.625,-30.924776
-88.5,66.875,-30.96538
-88.5,68.125,-31.005877
-88.5,69.375,-31.046314
-88.5,70.625,-31.086641
-88.5,71.875,-31.126892
-88.5,73.125,-31.167067
-88.5,74.375,-31.207148
-88.5,75.625,-31.24717
-88.5,76.875,-31.287098
-88.5,78.125,-31.326965
-88.5,79.375,-31.366756
-88.5,80.625,-31.581291
-88.5,81.875,-31.57748
-88.5,83.125,-31.573513
-88.5,84.375,-31.56938
-88.5,85.625,-31.56509
-88.5,86.875,-31.56062
-88.5,88.125,-31.555977
-88.5,89.375,-31.551138
-88.5,90.625,-31.54611
-88.5,91.875,-31.54087
-88.5,93.125,-31.535429
-88.5,94.375,-31.529774
-88.5,95.625,-31.523888
-88.5,96.875,-31.517786
-88.5,98.125,-31.511425
-88.5,99.375,-31.504831
-88.5,100.625,-31.497976
-88.5,101.875,-31.49086
-88.5,103.125,-31.483467
-88.5,104.375,-31.475784
-88.5,105.625,-31.467823
-88.5,106.875,-31.459553
-88.5,108.125,-31.450993
-88.5,109.375,-31.442095
-88.5,110.625,-31.432888
-88.5,111.875,-31.423328
-88.5,113.125,-31.41337
-88.5,114.375,-31.39877
-88.5,115.625,-31.379465
-88.5,116.875,-31.355536
-88.5,118.125,-31.32744
-88.5,119.375,-31.295673
-88.5,120.625,-31.260649
-88.5,121.875,-31.222763
-88.5,123.125,-31.182373
-88.5,124.375,-31.139833
-88.5,125.625,-31.109203
-88.5,126.875,-31.090454
-88.5,128.125,-31.072073
-88.5,129.375,-31.05406
-88.5,130.625,-31.036432
-88.5,131.875,-31.019218
-88.5,133.125,-31.002436
-88.5,134.375,-30.986067
-88.5,135.625,-30.970161
-88.5,136.875,-30.945448
-88.5,138.125,-30.904396
-88.5,139.375,-30.862577
-88.5,140.625,-30.820358
-88.5,141.875,-30.777788
-88.5,143.125,-30.734877
-88.5,144.375,-30.691616
-88.5,145.625,-30.64803
-88.5,146.875,-30.604134
-88.5,148.125,-30.559933
-88.5,149.375,-30.515457
-88.5,150.625,-30.470688
-88.5,151.875,-30.425655
-88.5,153.125,-30.380363
-88.5,154.375,-30.334826
-88.5,155.625,-30.289043
-88.5,156.875,-30.243044
-88.5,158.125,-30.196829
-88.5,159.375,-30.1504
-88.5,160.625,-30.103771
-88.5,161.875,-30.056957
-88.5,163.125,-30.00996
-88.5,164.375,-29.962791
-88.5,165.625,-29.915457
-88.5,166.875,-29.867966
-88.5,168.125,-29.82034
-88.5,169.375,-29.772556
-88.5,170.625,-29.793581
-88.5,171.875,-29.73266
-88.5,173.125,-29.671907
-88.5,174.375,-29.611307
-88.5,175.625,-29.550909
-88.5,176.875,-29.490694
-88.5,178.125,-29.430664
-88.5,179.375,-29.370865
-87.5,-179.375,-27.320374
-87.5,-178.125,-27.197779
-87.5,-176.875,-27.075937
-87.5,-175.625,-26.954863
-87.5,-174.375,-26.834557
-87.5,-173.125,-26.715036
-87.5,-171.875,-26.596298
-87.5,-170.625,-26.47839
-87.5,-169.375,-26.358902
-87.5,-168.125,-26.22733
-87.5,-166.875,-26.145971
-87.5,-165.625,-26.118261
-87.5,-164.375,-26.137901
-87.5,-163.125,-26.11325
-87.5,-161.875,-25.901058
-87.5,-160.625,-25.701359
-87.5,-159.375,-25.523945
-87.5,-158.125,-25.368525
-87.5,-156.875,-25.234787
-87.5,-155.625,-25.12094
-87.5,-154.375,-25.021105
-87.5,-153.125,-24.934488
-87.5,-151.875,-24.861643
-87.5,-150.625,-24.80312
-87.5,-149.375,-24.759504
-87.5,-148.125,-24.731363
-87.5,-146.875,-24.719254
-87.5,-145.625,-24.717241
-87.5,-144.375,-24.698553
-87.5,-143.125,-24.656612
-87.5,-141.875,-24.622293
-87.5,-140.625,-24.604914
-87.5,-139.375,-24.603823
-87.5,-138.125,-24.618345
-87.5,-136.875,-24.64787
-87.5,-135.625,-24.691715
-87.5,-134.375,-24.7493
-87.5,-133.125,-24.818596
-87.5,-131.875,-24.901062
-87.5,-130.625,-25.001818
-87.5,-129.375,-25.120861
-87.5,-128.125,-25.258072
-87.5,-126.875,-25.407806
-87.5,-125.625,-25.46124
-87.5,-124.375,-25.486984
-87.5,-123.125,-25.526787
-87.5,-121.875,-25.580101
-87.5,-120.625,-25.634323
-87.5,-119.375,-25.633415
-87.5,-118.125,-25.628344
-87.5,-116.875,-25.623596
-87.5,-115.625,-25.619152
-87.5,-114.375,-25.615051
-87.5,-113.125,-25.611238
-87.5,-111.875,-25.60775
-87.5,-110.625,-25.604553
-87.5,-109.375,-25.60165
-87.5,-108.125,-25.59905
-87.5,-106.875,-25.596731
-87.5,-105.625,-25.594687
-87.5,-104.375,-25.59292
-87.5,-103.125,-25.591429
-87.5,-101.875,-25.590199
-87.5,-100.625,-25.58923
-87.5,-99.375,-24.44525
-87.5,-98.125,-24.396471
-87.5,-96.875,-24.348492
-87.5,-95.625,-24.301325
-87.5,-94.375,-24.254974
-87.5,-93.125,-24.209454
-87.5,-91.875,-24.164793
-87.5,-90.625,-24.120977
-87.5,-89.375,-24.078054
-87.5,-88.125,-24.036007
-87.5,-86.875,-23.994865
-87.5,-85.625,-23.954645
-87.5,-84.375,-23.91535
-87.5,-83.125,-23.87699
-87.5,-81.875,-23.839584
-87.5,-80.625,-23.803146
-87.5,-79.375,-23.773613
-87.5,-78.125,-23.787594
-87.5,-76.875,-23.848898
-87.5,-75.625,-23.949982
-87.5,-74.375,-24.084822
-87.5,-73.125,-24.199133
-87.5,-71.875,-24.215137
-87.5,-70.625,-24.234493
-87.5,-69.375,-24.262245
-87.5,-68.125,-24.298058
-87.5,-66.875,-24.341366
-87.5,-65.625,-24.387962
-87.5,-64.375,-24.436636
-87.5,-63.125,-24.488422
-87.5,-61.875,-24.545498
-87.5,-60.62499999999994,-24.611889
-87.5,-59.375,-24.681755
-87.5,-58.125,-24.7552
-87.5,-56.875,-24.832352
-87.5,-55.625,-24.931015
-87.5,-54.375,-25.005276
-87.5,-53.125,-25.032047
-87.5,-51.875,-25.070406
-87.5,-50.625,-25.112164
-87.5,-49.375,-25.157177
-87.5,-48.125,-25.205313
-87.5,-46.875,-25.256472
-87.5,-45.625,-25.310507
-87.5,-44.375,-25.367327
