lat,lon,twb
-89.5,-179.375,-29.23943
-89.5,-178.125,-29.222754
-89.5,-176.875,-29.206066
-89.5,-175.625,-29.189375
-89.5,-174.375,-29.172684
-89.5,-173.125,-29.155993
-89.5,-171.875,-29.139303
-89.5,-170.625,-29.122612
-89.5,-169.375,-29.105936
-89.5,-168.125,-29.089245
-89.5,-166.875,-29.072556
-89.5,-165.625,-29.055866
-89.5,-164.375,-29.039175
-89.5,-163.125,-29.022486
-89.5,-161.875,-29.005795
-89.5,-160.625,-28.989119
-89.5,-159.375,-28.97243
-89.5,-158.125,-28.955738
-89.5,-156.875,-28.939047
-89.5,-155.625,-28.922356
-89.5,-154.375,-28.905668
-89.5,-153.125,-28.888992
-89.5,-151.875,-28.872301
-89.5,-150.625,-28.855612
-89.5,-149.375,-28.83892
-89.5,-148.125,-28.82223
-89.5,-146.875,-28.805538
-89.5,-145.625,-28.788849
-89.5,-144.375,-28.772173
-89.5,-143.125,-28.755484
-89.5,-141.875,-28.738794
-89.5,-140.625,-28.722103
-89.5,-139.375,-28.705412
-89.5,-138.125,-28.688723
-89.5,-136.875,-28.672031
-89.5,-135.625,-28.655355
-89.5,-134.375,-28.638666
-89.5,-133.125,-28.621975
-89.5,-131.875,-28.605286
-89.5,-130.625,-28.588596
-89.5,-129.375,-28.571905
-89.5,-128.125,-28.555214
-89.5,-126.875,-28.538538
-89.5,-125.625,-28.521849
-89.5,-124.375,-28.505157
-89.5,-123.125,-28.488466
-89.5,-121.875,-28.471777
-89.5,-120.625,-28.455088
-89.5,-119.375,-28.438412
-89.5,-118.125,-28.421722
-89.5,-116.875,-28.405031
-89.5,-115.625,-28.38834
-89.5,-114.375,-28.37165
-89.5,-113.125,-28.35496
-89.5,-111.875,-28.338268
-89.5,-110.625,-28.321596
-89.5,-109.375,-28.304905
-89.5,-108.125,-28.288214
-89.5,-106.875,-28.271524
-89.5,-105.625,-28.254833
-89.5,-104.375,-28.238142
-89.5,-103.125,-28.221453
-89.5,-101.875,-28.204777
-89.5,-100.625,-28.188086
-89.5,-99.375,-27.932291
-89.5,-98.125,-27.930923
-89.5,-96.875,-27.92957
-89.5,-95.625,-27.928217
-89.5,-94.375,-27.926865
-89.5,-93.125,-27.925512
-89.5,-91.875,-27.924145
-89.5,-90.625,-27.922792
-89.5,-89.375,-27.921442
-89.5,-88.125,-27.92009
-89.5,-86.875,-27.918736
-89.5,-85.625,-27.917368
-89.5,-84.375,-27.916016
-89.5,-83.125,-27.914663
-89.5,-81.875,-27.913311
-89.5,-80.625,-27.911943
-89.5,-79.375,-27.910591
-89.5,-78.125,-27.909237
-89.5,-76.875,-27.907885
-89.5,-75.625,-27.906532
-89.5,-74.375,-27.905165
-89.5,-73.125,-27.903812
-89.5,-71.875,-27.90246
-89.5,-70.625,-27.901108
-89.5,-69.375,-27.899738
-89.5,-68.125,-27.898386
-89.5,-66.875,-27.897034
-89.5,-65.625,-27.895683
-89.5,-64.375,-27.894331
-89.5,-63.125,-27.892963
-89.5,-61.875,-27.891611
-89.5,-60.62499999999994,-27.890259
-89.5,-59.375,-27.888905
-89.5,-58.125,-27.887552
-89.5,-56.875,-27.886185
-89.5,-55.625,-27.884832
-89.5,-54.375,-27.88348
-89.5,-53.125,-27.882128
-89.5,-51.875,-27.88076
-89.5,-50.625,-27.879406
-89.5,-49.375,-27.878054
-89.5,-48.125,-27.876701
-89.5,-46.875,-27.875349
-89.5,-45.625,-27.873981
-89.5,-44.375,-27.87263
-89.5,-43.125,-27.871279
-89.5,-41.875,-27.869926
-89.5,-40.625,-27.868557
-89.5,-39.37499999999994,-27.867205
-89.5,-38.125,-27.865852
-89.5,-36.875,-27.8645
-89.5,-35.625,-27.863148
-89.5,-34.375,-27.86178
-89.5,-33.125,-27.860428
-89.5,-31.875,-27.859074
-89.5,-30.625,-27.857721
-89.5,-29.375,-27.856369
-89.5,-28.125,-27.855001
-89.5,-26.875,-27.85365
-89.5,-25.625,-27.852297
-89.5,-24.375,-27.850945
-89.5,-23.125,-27.849577
-89.5,-21.875,-27.848223
-89.5,-20.625,-27.84687
-89.5,-19.375,-27.84552
-89.5,-18.125,-27.844168
-89.5,-16.875,-27.8428
-89.5,-15.625,-27.841448
-89.5,-14.375,-27.840096
-89.5,-13.125,-27.838741
-89.5,-11.875,-27.837374
-89.5,-10.625,-27.836021
-89.5,-9.375,-27.657578
-89.5,-8.125,-27.678371
-89.5,-6.875,-27.699165
-89.5,-5.625,-27.719942
-89.5,-4.375,-27.740736
-89.5,-3.125,-27.76153
-89.5,-1.875,-27.782324
-89.5,-0.625,-27.803118
-89.5,0.625,-27.823896
-89.5,1.875,-27.84469
-89.5,3.125,-27.865482
-89.5,4.375,-27.886276
-89.5,5.625,-27.90707
-89.5,6.875,-27.927849
-89.5,8.125,-27.948643
-89.5,9.375,-27.969437
-89.5,10.625,-27.99023
-89.5,11.875,-28.011024
-89.5,13.125,-28.031803
-89.5,14.375,-28.052597
-89.5,15.625,-28.073391
-89.5,16.875,-28.094185
-89.5,18.125,-28.114979
-89.5,19.375,-28.135773
-89.5,20.625,-28.15655
-89.5,21.875,-28.177343
-89.5,23.125,-28.198137
-89.5,24.375,-28.218931
-89.5,25.625,-28.239725
-89.5,26.875,-28.260506
-89.5,28.125,-28.281298
-89.5,29.375,-28.302092
-89.5,30.625,-28.322886
-89.5,31.875,-28.34368
-89.5,33.125,-28.364458
-89.5,34.375,-28.385252
-89.5,35.625,-28.406046
-89.5,36.875,-28.42684
-89.5,38.125,-28.447632
-89.5,39.375,-28.46841
-89.5,40.625,-28.489204
-89.5,41.875,-28.51
-89.5,43.125,-28.530794
-89.5,44.375,-28.551588
-89.5,45.625,-28.572365
-89.5,46.875,-28.593159
-89.5,48.125,-28.613953
-89.5,49.375,-28.634747
-89.5,50.625,-28.65554
-89.5,51.875,-28.67632
-89.5,53.125,-28.697113
-89.5,54.375,-28.717907
-89.5,55.625,-28.7387
-89.5,56.875,-28.759495
-89.5,58.125,-28.780273
-89.5,59.375,-28.801067
-89.5,60.625,-28.821861
-89.5,61.875,-28.842655
-89.5,63.125,-28.863447
-89.5,64.375,-28.884228
-89.5,65.625,-28.905022
-89.5,66.875,-28.925816
-89.5,68.125,-28.94661
-89.5,69.375,-28.967403
-89.5,70.625,-28.988182
-89.5,71.875,-29.008974
-89.5,73.125,-29.029768
-89.5,74.375,-29.050564
-89.5,75.625,-29.071358
-89.5,76.875,-29.092136
-89.5,78.125,-29.11293
-89.5,79.375,-29.133724
-89.5,80.625,-29.372692
-89.5,81.875,-29.36994
-89.5,83.125,-29.36719
-89.5,84.375,-29.364439
-89.5,85.625,-29.361702
-89.5,86.875,-29.358952
-89.5,88.125,-29.356201
-89.5,89.375,-29.353466
-89.5,90.625,-29.350714
-89.5,91.875,-29.347963
-89.5,93.125,-29.345213
-89.5,94.375,-29.342478
-89.5,95.625,-29.339725
-89.5,96.875,-29.336975
-89.5,98.125,-29.334225
-89.5,99.375,-29.331488
-89.5,100.625,-29.328737
-89.5,101.875,-29.325987
-89.5,103.125,-29.323236
-89.5,104.375,-29.3205
-89.5,105.625,-29.317749
-89.5,106.875,-29.314999
-89.5,108.125,-29.312262
-89.5,109.375,-29.309511
-89.5,110.625,-29.30676
-89.5,111.875,-29.30401
-89.5,113.125,-29.301273
-89.5,114.375,-29.298523
-89.5,115.625,-29.295773
-89.5,116.875,-29.29302
-89.5,118.125,-29.290285
-89.5,119.375,-29.287535
-89.5,120.625,-29.284784
-89.5,121.875,-29.282032
-89.5,123.125,-29.279297
-89.5,124.375,-29.276546
-89.5,125.625,-29.273794
-89.5,126.875,-29.271044
-89.5,128.125,-29.268309
-89.5,129.375,-29.265558
-89.5,130.625,-29.262806
-89.5,131.875,-29.26007
-89.5,133.125,-29.25732
-89.5,134.375,-29.254566
-89.5,135.625,-29.251816
-89.5,136.875,-29.24908
-89.5,138.125,-29.24633
-89.5,139.375,-29.243578
-89.5,140.625,-29.240828
-89.5,141.875,-29.238092
-89.5,143.125,-29.23534
-89.5,144.375,-29.23001
-89.5,145.625,-29.218021
-89.5,146.875,-29.206032
-89.5,148.125,-29.194046
-89.5,149.375,-29.182058
-89.5,150.625,-29.17007
-89.5,151.875,-29.158083
-89.5,153.125,-29.146095
-89.5,154.375,-29.134108
-89.5,155.625,-29.12212
-89.5,156.875,-29.110134
-89.5,158.125,-29.098145
-89.5,159.375,-29.086157
-89.5,160.625,-29.07417
-89.5,161.875,-29.062168
